CustomerID,Country,balance,max_spent,mean_spent,min_spent,n_orders,time_between_orders,total_items,total_refunded,total_spent
12348,Finland,0.38328533988440655,1.2506929608644308,1.4315245127960363,0.5135976965836324,-0.13449921137205728,-0.6916220582388226,2.257327350687664,0.2509572190945696,0.37554682823701396
12350,Norway,-0.5550808308338822,-0.6362526161902569,-0.5730458275742519,0.022799323183774093,-0.6958403792613107,1.296180162094333,-0.5222170744191221,0.2509572190945696,-0.5576654042806444
12352,Norway,-0.1486363383703404,0.0972269964215146,-0.3746420139433522,-0.7607746525695792,0.4268419565171962,-0.9861112760659568,-0.28171158374371463,-1.1463160920787008,-0.12208816466527138
12354,Spain,-0.34933326253773755,0.12165378883836066,1.0050658096431146,2.112152485433714,-0.6958403792613107,1.296180162094333,-0.3832398531637829,0.2509572190945696,-0.35304789617317495
12356,Portugal,1.1032786424787475,3.917886285893419,5.490953680931507,3.5251673902832312,-0.415169795316684,-0.5283726005303027,1.249950546318872,0.2509572190945696,1.091585596767538
12358,Austria,-0.5261293959370769,-0.5296050474011346,-0.3509844117181625,0.31679925987438323,-0.6958403792613107,1.296180162094333,-0.562994821973084,0.2509572190945696,-0.5288729839678405
12360,Austria,0.5103351185543088,1.961097461272147,3.2169752250331167,2.898228361788998,-0.415169795316684,-0.4771570843864532,0.27669389806666056,0.2509572190945696,0.5018987911414915
12361,Belgium,-0.586401639001257,-0.7516281772105369,-0.8132806564245391,-0.29526144482752265,-0.6958403792613107,1.296180162094333,-0.5663236176917747,0.2509572190945696,-0.5888141841772592
12362,Belgium,0.5998130323640166,0.4669115346195499,0.41775698893627683,-0.7607746525695792,0.707512540461823,-0.8087775514178782,0.6149827629786092,-0.01379663692429986,0.5968282819410573
12364,Belgium,-0.14984461389880574,0.8565043913802474,2.53517068775634,4.137946726009094,-0.6958403792613107,1.296180162094333,0.0852881442419418,0.2509572190945696,-0.15465493086010867
12373,Austria,-0.5471654466777757,-0.6070949430286464,-0.5123337620405393,0.10317953401173353,-0.6958403792613107,1.296180162094333,-0.5222170744191221,0.2509572190945696,-0.5497934950515417
12377,Switzerland,-0.22648230685395568,0.046461749572591145,0.391230641097954,0.6940539314887866,-0.415169795316684,-0.7908521207675309,-0.21180687365120868,0.2509572190945696,-0.2308716943895661
12379,Belgium,-0.33931322491230886,0.16044701094543015,-0.03952347419703332,-0.7607746525695792,-0.415169795316684,-0.9509006087170604,-0.34995189597687526,0.22831379719821893,-0.3425746076690246
12380,Belgium,-0.20443193370649743,0.6554226500104258,2.1164785722362622,3.5836160468985283,-0.6958403792613107,1.296180162094333,-0.2717251965876424,0.2509572190945696,-0.2089424320238572
12383,Belgium,-0.2083476899744521,-0.3497350305134513,-0.6192298844901845,-0.7607746525695792,0.707512540461823,-0.829263757875418,0.027866418094526158,0.12032209276946952,-0.20990426464158535
12384,Switzerland,-0.45694841421508026,-0.27476505299692616,0.17964306171307806,1.019327625703519,-0.6958403792613107,1.296180162094333,-0.5263780690674856,0.2509572190945696,-0.4600719759869914
12395,Belgium,0.728301733517926,0.00994707410993869,-0.11775358407050644,-0.7607746525695792,1.83019487624033,-0.8598508022391058,1.4767247546546802,0.044263419220189025,0.723307967876073
12399,Belgium,-0.36132428323779947,-0.4851540781176727,-0.645392697057513,-0.45447814058012315,0.14617137257256946,-0.7375026247843544,-0.11568789727401294,0.2509572190945696,-0.3649730566775275
12401,Belgium,-0.614079273666318,-0.8535834846895458,-1.0255718524629516,-0.5763260230868775,-0.6958403792613107,1.296180162094333,-0.5996115748786823,0.2509572190945696,-0.6163398005545186
12402,Belgium,-0.5809761935697536,-0.731642619778572,-0.7716667572011001,-0.24016639965736494,-0.6958403792613107,1.296180162094333,-0.5654914187621021,0.2509572190945696,-0.5834185377851259
12405,Finland,-0.2678231526467591,0.42191023839230984,1.630259361309649,2.9398823452147456,-0.6958403792613107,1.296180162094333,-0.25050412388098875,0.2509572190945696,-0.2719854772606374
12407,Belgium,0.45337056251165414,1.0219790140017193,0.9168121779566915,0.49395511526209807,0.14617137257256946,-0.7673783425349333,0.977405396851066,0.2509572190945696,0.4452471106165523
12408,Belgium,0.39336303924872107,0.9989328663736512,0.1565811882545493,-0.7607746525695792,0.707512540461823,-0.9188909111271545,0.25630502428967966,-0.10878288877668377,0.39364439968657033
12410,Switzerland,-0.49566827187672285,-0.471222117067274,-0.8074975976435684,-0.7607746525695792,-0.13449921137205728,-1.0181209736558627,-0.5176399803059224,0.10871008154057174,-0.4953860906346346
12413,France,-0.24666915744015827,0.36268733535478626,-0.17241990727259507,-0.7607746525695792,-0.13449921137205728,-0.720430786069738,-0.38032715690992847,0.13541770736703665,-0.24835411001856986
12414,Austria,-0.516287585504567,-0.724691121541367,-0.868424098728835,-0.45799144780836504,-0.13449921137205728,-0.7460385441416627,-0.4801910284706513,0.2509572190945696,-0.5190852292806615
12418,Switzerland,-0.457008696942097,-0.27498711474617044,0.17918068505503937,1.0187154585349611,-0.6958403792613107,1.296180162094333,-0.43442008733865334,0.2509572190945696,-0.4601319276135707
12421,Spain,-0.23339123156769612,-0.3244489556756174,-0.1451396844483404,0.024209969267841008,-0.13449921137205728,-0.3907309008937073,-0.0536890770133975,0.2509572190945696,-0.237742672114041
12423,Belgium,0.3317252613682059,-0.08409124926558645,0.06740615380754222,0.27362816650916816,0.707512540461823,-0.8369460852969953,0.5638025288037387,0.2509572190945696,0.3242699413645282
12426,Germany,-0.49838099459247454,-0.42738905873823047,-0.13815042568987906,0.5985824691576966,-0.6958403792613107,1.296180162094333,-0.4980833054586142,0.2509572190945696,-0.5012769895941618
12427,Germany,-0.42197394859286685,-0.09094619891616368,-0.30124876597961764,-0.7607746525695792,-0.415169795316684,-0.9188909111271545,-0.493090111880578,-0.4103468203911593,-0.41044506214166515
12428,Finland,4.192217994577326,6.395815416555836,2.543431147268858,-0.7607746525695792,1.83019487624033,-0.9181795845140455,3.7020246925994544,-0.20493034175195748,4.173792556535781
12437,France,0.9977445553775474,0.28316026454942705,0.09634088093425533,-0.7607746525695792,1.83019487624033,-0.9352514232286618,1.150918873687822,-0.3848003956875841,1.0009022450852603
12441,France,-0.5914732510350537,-0.7703103287230257,-0.8521806056986231,-0.3467633348778873,-0.6958403792613107,1.296180162094333,-0.5538406337466845,0.2509572190945696,-0.5938579405872967
12444,Norway,1.1122293169466635,3.9908770173840757,5.525280121957607,3.414844220123663,-0.415169795316684,-0.7268327255877192,0.1551928543344478,0.2509572190945696,1.1004871100183287
12447,Belgium,-0.5191497045437949,-0.5038941587821382,-0.29744923605052104,0.38767757160777944,-0.6958403792613107,1.296180162094333,-0.5259619696026493,0.2509572190945696,-0.5219316282469463
12449,Belgium,0.5538173116502709,1.5163463969709583,3.383732371921244,4.565851576830653,-0.415169795316684,-0.6756172094438697,0.18598421473233734,0.2509572190945696,0.5451421600523566
12450,Spain,-0.5803786082758489,-0.8221279551661925,-0.9659855735748971,-0.5052613996065293,-0.415169795316684,-0.9316947901631168,-0.5505118380279936,0.2509572190945696,-0.5828242347042533
12453,Austria,-0.44691527164899564,-0.23780625403578545,0.2565986202770026,1.1212135353225352,-0.6958403792613107,1.296180162094333,-0.40695752265945456,0.2509572190945696,-0.4500939400502348
12456,Switzerland,0.9048855668786416,2.2148561115061223,2.783299425348207,-0.7607746525695792,-0.13449921137205728,-0.5763871469151615,0.8155427050297276,-0.06430888577000524,0.9013590856315512
12458,Switzerland,-0.35306030766024865,0.10792457981988024,0.9764788701765779,2.0743045848385617,-0.6958403792613107,1.296180162094333,-0.24842362655680705,0.2509572190945696,-0.3567544706512492
12461,Switzerland,-0.46793821744903863,-0.3152478753699832,0.09534978661941702,0.9077268892791374,-0.6958403792613107,1.296180162094333,-0.4864325204431965,0.2509572190945696,-0.47100141817163615
12462,Spain,-0.16221043590162368,0.8310348742278209,0.6586250727747465,-0.7607746525695792,-0.415169795316684,-0.9893122458249474,-0.24509483083811628,0.009427385533495668,-0.1615311217695036
12463,Belgium,0.07968580069949442,0.045727980314219936,0.2029729796110495,-0.7607746525695792,0.14617137257256946,-0.903953052251865,0.11275070892114057,0.18825235845852156,0.07502235715749081
12464,Belgium,-0.043385317987305105,-0.2551753447701355,-0.412118647243997,-0.5164401044236627,0.707512540461823,-0.7831697933459535,-0.4976672059937778,0.2509572190945696,-0.04878035832113807
12465,Belgium,-0.3500933490957743,0.11885387982615295,0.9992358430852414,2.104433855917122,-0.6958403792613107,1.296180162094333,-0.28254378267338737,0.2509572190945696,-0.35380380798656563
12468,Germany,-0.46134381131103736,-0.4638651147662319,-0.7242630980857047,-0.7607746525695792,-0.13449921137205728,-0.4899609634224156,-0.4531445632562889,0.18709115733563178,-0.46300960568937505
12472,Germany,2.775516247945876,3.271647976158573,1.8061121495095227,-0.7607746525695792,1.549524292295703,-0.8564720008268379,3.1635919851012235,-3.2206857780090004,2.8325677996669065
12473,Germany,0.18482411859288983,0.9780011327927329,0.9512290839811002,-0.7607746525695792,-0.13449921137205728,-0.797254060285512,0.561722031479557,-0.2188647552266347,0.1887219202612846
12474,Germany,2.177493249023247,1.1581704502989627,-0.01679083690195075,-0.7607746525695792,4.35623013174197,-0.9612148446071411,2.5718985461039408,-1.266964888746949,2.1939734997144846
12476,Germany,1.5006597579847345,2.574103747489688,0.22031210428748232,-0.7607746525695792,2.3915360441295834,-0.9066690265928268,0.859233148837544,-1.266732648522371,1.5208522760373295
